session_id,user_id,user_type,start_hour,duration_minutes,late_night,avg_load,max_load,load_variance,has_quiz,quiz_score,message_count,whiteboard_actions,burnout_risk,performance
342,86,beginner,19,183,0,0.74,1.0,0.0156,1,0.78,37,13,medium,D
343,94,advanced,10,193,0,0.37,0.43,0.0015,1,80.24,20,10,low,A
344,125,advanced,21,29,0,0.81,0.85,0.0011,1,54.12,21,20,low,C
345,61,advanced,21,238,0,0.38,0.46,0.002,1,73.49,45,2,low,B
346,104,advanced,21,200,0,0.57,0.67,0.0021,1,64.87,29,16,low,C
347,55,beginner,14,16,0,0.54,0.66,0.0223,1,12.35,48,24,low,D
348,160,advanced,10,86,0,0.29,0.37,0.0015,0,,29,15,low,B
349,187,beginner,23,200,1,0.86,1.0,0.0297,1,7.66,44,3,high,D
350,40,advanced,6,237,0,0.58,0.67,0.002,0,,26,3,low,B
351,124,intermediate,10,217,0,0.6,0.86,0.0145,1,34.88,24,30,low,D
352,165,advanced,21,152,0,0.72,0.8,0.0013,1,76.18,43,11,low,B
353,60,beginner,18,130,0,0.77,0.94,0.0123,0,,37,0,low,C
354,187,beginner,12,52,0,0.72,0.91,0.0074,1,12.43,10,14,low,D
355,70,advanced,19,131,0,0.57,0.69,0.0042,0,,46,13,low,B
356,96,intermediate,14,224,0,0.42,0.61,0.0109,0,,31,7,low,C
357,61,advanced,8,112,0,0.36,0.44,0.0026,1,64.41,4,2,low,C
358,159,intermediate,14,192,0,0.71,0.83,0.0051,0,,30,11,medium,A
359,123,advanced,6,168,0,0.57,0.68,0.0025,1,83.67,48,17,low,A
360,124,intermediate,13,232,0,0.66,0.89,0.0138,1,25.3,47,9,low,D
361,107,advanced,18,57,0,0.68,0.75,0.0014,1,93.84,1,26,low,A
362,43,intermediate,22,117,0,0.74,0.88,0.0056,1,34.25,45,24,low,D
363,114,beginner,18,189,0,0.84,1.0,0.0186,1,-6.6,7,15,medium,D
364,51,beginner,22,79,0,0.5,0.84,0.0313,1,27.8,25,27,low,D
365,115,intermediate,15,39,0,0.37,0.5,0.0118,1,49.75,41,26,low,D
366,162,intermediate,8,60,0,0.58,0.75,0.0098,1,38.68,42,5,low,D
367,165,advanced,18,84,0,0.47,0.54,0.0013,0,,1,9,low,A
368,90,advanced,19,70,0,0.35,0.39,0.001,1,86.24,29,25,low,A
369,50,intermediate,20,212,0,0.68,0.84,0.007,1,51.42,0,19,low,C
370,117,beginner,20,89,0,0.51,0.69,0.0091,1,19.13,33,5,low,D
371,183,intermediate,6,39,0,0.51,0.61,0.0053,1,26.14,5,30,low,D
372,193,advanced,11,17,0,0.43,0.49,0.0022,1,54.94,7,7,low,C
373,95,beginner,12,201,0,0.75,1.0,0.0133,1,1.28,35,2,medium,D
374,163,beginner,14,29,0,0.58,0.79,0.0133,1,4.17,24,23,low,D
375,122,intermediate,20,49,0,0.73,0.82,0.0033,0,,47,5,low,C
376,87,beginner,18,195,0,0.8,1.0,0.0242,1,16.31,5,16,medium,D
377,15,intermediate,6,218,0,0.72,1.0,0.0127,1,18.91,15,12,medium,D
378,47,beginner,19,108,0,0.57,0.79,0.0149,1,25.61,35,8,low,D
379,97,intermediate,15,204,0,0.73,1.0,0.0133,0,,16,8,medium,C
380,129,advanced,11,233,0,0.78,0.89,0.0019,1,72.54,50,16,medium,B
381,25,advanced,8,118,0,0.8,0.91,0.0024,1,59.15,5,3,low,C
382,48,intermediate,19,120,0,0.5,0.66,0.0068,1,57.78,23,18,low,C
383,8,beginner,9,41,0,0.49,0.82,0.0443,0,,20,2,low,C
384,124,intermediate,8,239,0,0.38,0.61,0.0072,1,35.24,29,17,low,D
385,121,beginner,8,95,0,0.75,1.0,0.0285,1,6.7,13,20,low,D
386,159,intermediate,20,76,0,0.36,0.56,0.0094,1,39.25,29,0,low,D
387,129,advanced,7,166,0,0.34,0.42,0.0019,1,73.67,19,27,low,B
388,86,beginner,17,199,0,0.34,0.8,0.0302,1,32.52,28,22,low,D
389,176,beginner,14,235,0,0.44,0.61,0.01,0,,30,28,low,C
390,102,intermediate,19,31,0,0.51,0.67,0.0112,1,53.36,47,24,low,C
391,74,advanced,10,215,0,0.83,0.96,0.0034,0,,47,10,medium,A
392,17,advanced,13,88,0,0.34,0.39,0.0014,1,80.83,39,0,low,A
393,109,intermediate,8,194,0,0.53,0.71,0.0105,0,,45,10,low,B
394,78,intermediate,10,58,0,0.42,0.52,0.0052,1,39.07,23,9,low,D
395,144,beginner,9,203,0,0.63,0.86,0.0116,1,9.61,50,9,low,D
396,81,intermediate,19,16,0,0.74,0.83,0.0079,1,3.13,50,12,low,D
397,132,intermediate,6,150,0,0.68,0.8,0.0063,1,47.25,47,1,low,D
398,26,advanced,14,227,0,0.3,0.37,0.0014,0,,49,10,low,B
399,62,beginner,11,198,0,0.7,1.0,0.0195,0,,38,24,low,C
400,131,intermediate,12,90,0,0.37,0.49,0.0045,0,,33,10,low,B
401,99,advanced,15,53,0,0.74,0.78,0.0009,1,65.39,3,1,low,B
402,189,advanced,11,119,0,0.69,0.8,0.0023,1,88.84,12,19,low,A
403,180,advanced,13,54,0,0.49,0.55,0.0012,1,68.73,2,26,low,B
404,90,advanced,8,95,0,0.34,0.41,0.0014,0,,22,7,low,A
405,65,beginner,10,195,0,0.54,0.83,0.0227,1,16.85,20,19,low,D
406,103,advanced,7,208,0,0.67,0.79,0.003,1,63.64,33,29,low,C
407,180,advanced,11,24,0,0.58,0.65,0.0021,1,87.19,27,6,low,A
408,153,intermediate,22,238,0,0.88,1.0,0.0042,1,43.9,29,25,medium,D
409,49,advanced,15,91,0,0.64,0.71,0.0015,1,84.72,41,23,low,A
410,79,beginner,15,134,0,0.87,1.0,0.0157,1,-1.43,44,14,low,D
411,64,advanced,13,127,0,0.28,0.37,0.0014,0,,34,10,low,C
412,34,advanced,17,103,0,0.28,0.38,0.0014,0,,0,2,low,A
413,24,intermediate,16,143,0,0.64,0.78,0.0056,0,,38,24,low,A
414,100,beginner,8,102,0,0.46,0.66,0.0077,1,27.8,33,11,low,D
415,149,advanced,6,232,0,0.66,0.78,0.0028,0,,0,15,low,A
416,154,beginner,17,171,0,0.54,0.81,0.0151,1,10.78,13,3,low,D
417,85,beginner,13,63,0,0.32,0.44,0.0088,0,,13,6,low,D
418,182,advanced,18,136,0,0.28,0.37,0.0023,1,70.94,23,10,low,B
419,39,advanced,17,103,0,0.31,0.41,0.002,0,,16,8,low,B
420,180,advanced,11,192,0,0.31,0.44,0.0022,0,,16,29,low,A
421,27,beginner,6,33,0,0.6,0.89,0.0376,0,,15,28,low,B
422,170,advanced,10,193,0,0.52,0.59,0.0011,0,,48,28,low,A
423,150,advanced,9,40,0,0.37,0.52,0.0043,1,81.56,8,8,low,A
424,52,advanced,14,174,0,0.81,0.87,0.001,1,38.99,2,24,low,D
425,55,beginner,13,230,0,0.34,0.73,0.0348,1,28.85,23,9,low,D
426,162,intermediate,17,25,0,0.76,0.93,0.0104,0,,10,15,low,B
427,197,beginner,15,76,0,0.86,1.0,0.0258,1,13.16,26,17,low,D
428,152,advanced,17,53,0,0.6,0.64,0.0008,1,75.36,35,24,low,B
429,120,advanced,18,204,0,0.34,0.42,0.0014,1,96.75,23,4,low,A
430,191,beginner,14,162,0,0.46,0.71,0.0236,1,20.02,27,20,low,D
431,53,beginner,22,238,0,0.67,1.0,0.038,1,27.92,48,23,low,D
432,168,beginner,22,183,0,0.66,1.0,0.0254,1,2.09,21,24,low,D
433,148,advanced,21,216,0,0.74,0.86,0.0028,1,85.36,37,10,medium,A
434,50,intermediate,9,149,0,0.64,0.84,0.0088,1,57.39,4,5,low,C
435,126,advanced,6,80,0,0.64,0.7,0.0014,0,,41,11,low,A
436,114,beginner,18,97,0,0.89,1.0,0.0123,1,28.92,45,7,low,D
437,181,advanced,12,229,0,0.79,0.93,0.0036,1,62.29,18,30,medium,C
438,129,advanced,19,137,0,0.57,0.63,0.0012,0,,12,18,low,B
439,36,intermediate,21,196,0,0.54,0.76,0.0112,1,61.44,48,23,low,C
440,55,beginner,21,211,0,0.52,0.85,0.0156,1,2.58,26,24,low,D
441,194,intermediate,6,143,0,0.4,0.5,0.004,1,45.45,18,5,low,D
442,99,advanced,20,220,0,0.79,0.85,0.0011,1,74.43,14,14,medium,B
443,55,beginner,13,49,0,0.81,1.0,0.012,0,,43,14,low,C
444,31,beginner,7,64,0,0.83,1.0,0.0222,1,7.19,36,2,low,D
445,73,beginner,19,27,0,0.63,0.96,0.0291,1,26.26,21,19,low,D
446,45,beginner,23,104,1,0.5,0.66,0.0163,1,11.77,6,27,low,D
447,62,beginner,17,134,0,0.76,1.0,0.0306,0,,46,12,low,B
448,133,advanced,8,49,0,0.6,0.64,0.0011,1,80.74,28,23,low,A
449,140,intermediate,16,100,0,0.88,1.0,0.0086,1,23.41,0,10,low,D
450,129,advanced,9,19,0,0.82,0.88,0.0014,1,86.23,49,22,low,A
451,191,beginner,13,171,0,0.42,0.71,0.0224,0,,28,26,low,C
452,40,advanced,14,234,0,0.76,0.85,0.0032,0,,50,30,medium,A
453,88,intermediate,9,197,0,0.77,0.96,0.0084,1,38.97,21,25,medium,D
454,39,advanced,19,62,0,0.32,0.37,0.0013,1,88.33,45,26,low,A
455,182,advanced,7,49,0,0.79,0.83,0.0005,1,34.01,23,13,low,D
456,21,intermediate,10,138,0,0.64,0.85,0.0091,1,39.51,37,26,low,D
457,86,beginner,16,133,0,0.83,1.0,0.0347,0,,29,3,low,D
458,155,beginner,9,187,0,0.55,1.0,0.0431,0,,29,25,low,C
459,193,advanced,10,184,0,0.66,0.73,0.0014,0,,23,27,low,A
460,128,beginner,9,86,0,0.81,1.0,0.0173,1,11.84,45,15,low,D
461,65,beginner,17,128,0,0.64,0.88,0.0124,1,4.48,38,26,low,D
462,163,beginner,10,88,0,0.84,1.0,0.0133,1,1.5,25,17,low,D
463,8,beginner,23,94,1,0.36,0.7,0.0233,1,28.37,34,20,low,D
464,128,beginner,12,149,0,0.76,0.98,0.0219,1,19.88,27,9,low,D
465,174,advanced,16,93,0,0.79,0.88,0.002,0,,8,17,low,A
466,18,intermediate,21,28,0,0.54,0.67,0.0075,1,52.2,30,7,low,C
467,129,advanced,17,210,0,0.4,0.46,0.0007,1,85.58,0,28,low,A
468,125,advanced,17,134,0,0.85,0.93,0.0017,1,64.86,11,30,low,C
469,81,intermediate,23,114,1,0.41,0.56,0.0061,1,45.08,41,6,low,D
470,193,advanced,20,42,0,0.63,0.68,0.0014,0,,16,15,low,B
471,110,advanced,14,83,0,0.78,0.84,0.0015,0,,8,3,low,A
472,148,advanced,14,82,0,0.68,0.75,0.0012,1,62.21,18,28,low,C
473,2,beginner,8,59,0,0.82,1.0,0.029,1,2.66,35,18,low,D
474,127,beginner,23,240,1,0.8,1.0,0.0101,1,8.41,17,25,high,D
475,53,beginner,11,95,0,0.42,0.79,0.0329,0,,34,11,low,D
476,132,intermediate,22,110,0,0.41,0.56,0.0112,0,,28,16,low,B
477,114,beginner,14,230,0,0.89,1.0,0.0159,1,5.83,2,5,medium,D
478,84,beginner,13,149,0,0.64,0.89,0.0144,0,,41,27,low,C
479,199,beginner,23,137,1,0.58,1.0,0.0382,0,,23,9,low,C
480,32,intermediate,10,206,0,0.42,0.56,0.0064,0,,46,5,low,B
481,59,advanced,17,151,0,0.83,0.94,0.0028,0,,22,29,low,C
482,145,advanced,12,33,0,0.43,0.48,0.0009,0,,18,25,low,B
483,146,intermediate,18,105,0,0.42,0.62,0.0072,1,62.21,19,17,low,C
484,126,advanced,10,85,0,0.54,0.69,0.0033,0,,10,15,low,A
485,78,intermediate,17,156,0,0.59,0.85,0.0098,1,22.74,27,25,low,D
486,42,beginner,15,157,0,0.62,0.85,0.0307,0,,3,2,low,B
487,86,beginner,15,180,0,0.43,0.77,0.0415,0,,26,16,low,C
488,53,beginner,15,168,0,0.66,0.94,0.0127,0,,18,3,low,C
489,169,beginner,13,47,0,0.72,0.94,0.0102,0,,20,10,low,C
490,163,beginner,12,201,0,0.88,1.0,0.0229,1,7.06,1,0,medium,D
491,138,advanced,14,126,0,0.57,0.64,0.0024,0,,13,19,low,A
492,182,advanced,18,170,0,0.6,0.68,0.0017,1,51.45,26,14,low,C
493,135,beginner,6,80,0,0.86,1.0,0.0162,0,,28,1,low,C
494,80,advanced,11,161,0,0.62,0.73,0.0014,1,40.28,26,4,low,D
495,137,advanced,11,24,0,0.33,0.43,0.0049,1,107.27,11,19,low,A
496,6,intermediate,16,25,0,0.35,0.41,0.0046,1,41.54,28,23,low,D
497,186,advanced,13,141,0,0.25,0.34,0.0016,0,,8,19,low,B
498,26,advanced,9,68,0,0.78,0.89,0.0022,1,51.05,30,6,low,C
499,28,advanced,21,204,0,0.68,0.78,0.0017,0,,1,16,low,B
500,58,beginner,22,100,0,0.86,1.0,0.0086,1,14.28,18,27,low,D
501,189,advanced,9,189,0,0.5,0.59,0.0015,1,79.07,31,18,low,B
502,122,intermediate,16,17,0,0.4,0.42,0.0002,1,48.1,16,21,low,D
503,147,beginner,22,26,0,0.69,0.91,0.0156,1,30.34,13,26,low,D
504,5,beginner,10,64,0,0.43,0.77,0.0433,1,30.81,41,26,low,D
505,192,advanced,7,135,0,0.31,0.37,0.001,1,43.81,42,11,low,D
506,95,beginner,12,228,0,0.7,1.0,0.0161,0,,19,29,low,D
507,112,intermediate,13,84,0,0.92,1.0,0.0046,1,15.62,40,22,low,D
508,161,intermediate,8,81,0,0.46,0.63,0.0085,1,51.97,1,30,low,C
509,78,intermediate,7,176,0,0.6,0.82,0.012,0,,1,2,low,C
510,138,advanced,14,71,0,0.41,0.49,0.0019,1,96.55,37,9,low,A
511,169,beginner,9,143,0,0.73,0.95,0.0132,1,1.9,7,0,low,D
512,24,intermediate,21,84,0,0.61,0.78,0.0073,1,23.37,21,18,low,D
513,55,beginner,22,23,0,0.8,0.96,0.0129,0,,7,25,low,C
514,171,advanced,7,233,0,0.45,0.51,0.0011,1,76.23,13,8,low,B
515,75,beginner,13,93,0,0.88,1.0,0.0098,1,-0.05,15,27,low,D
516,174,advanced,18,146,0,0.56,0.66,0.0021,0,,36,4,low,B
517,112,intermediate,17,127,0,0.42,0.56,0.0071,1,45.85,32,21,low,D
518,95,beginner,8,192,0,0.58,0.84,0.0123,0,,35,6,low,C
519,23,intermediate,16,137,0,0.5,0.7,0.0103,0,,27,23,low,C
520,187,beginner,16,188,0,0.81,1.0,0.0198,0,,3,15,medium,D
521,61,advanced,9,188,0,0.52,0.6,0.0015,0,,34,18,low,B
522,174,advanced,6,103,0,0.37,0.46,0.002,1,103.55,31,8,low,A
523,131,intermediate,12,151,0,0.36,0.57,0.0143,1,51.24,24,26,low,C
524,19,beginner,6,136,0,0.87,1.0,0.0154,1,-5.92,16,26,low,D
525,87,beginner,8,217,0,0.74,0.95,0.012,0,,25,21,medium,D
526,27,beginner,9,203,0,0.45,0.83,0.0245,1,7.96,43,22,low,D
527,165,advanced,11,147,0,0.26,0.35,0.0019,1,92.48,13,3,low,A
528,78,intermediate,19,188,0,0.62,0.93,0.0095,1,35.19,45,17,low,D
529,60,beginner,17,236,0,0.7,1.0,0.0419,1,1.78,48,21,medium,D
530,51,beginner,14,55,0,0.74,0.87,0.0089,1,11.51,5,6,low,D
531,80,advanced,11,100,0,0.75,0.81,0.0015,0,,22,13,low,B
532,40,advanced,16,23,0,0.57,0.62,0.0006,0,,7,17,low,A
533,37,advanced,23,118,1,0.27,0.33,0.001,1,55.97,45,25,low,C
534,73,beginner,8,149,0,0.35,0.62,0.0176,1,20.72,44,3,low,D
535,104,advanced,20,141,0,0.71,0.79,0.0018,0,,47,26,low,A
536,131,intermediate,18,58,0,0.65,0.73,0.0035,0,,28,30,low,D
537,181,advanced,7,96,0,0.29,0.36,0.0012,1,82.3,19,1,low,A
538,15,intermediate,12,20,0,0.69,0.76,0.005,1,26.29,11,29,low,D
539,145,advanced,17,148,0,0.8,0.92,0.0036,1,42.35,21,15,low,D
540,192,advanced,11,88,0,0.31,0.44,0.0038,1,90.07,41,27,low,A
541,24,intermediate,11,141,0,0.84,1.0,0.0053,1,41.88,24,22,low,D
542,137,advanced,7,230,0,0.27,0.39,0.0031,1,98.61,43,6,low,A
543,27,beginner,22,30,0,0.84,1.0,0.0229,1,2.46,34,22,low,D
544,25,advanced,20,196,0,0.66,0.78,0.0026,0,,18,15,low,C
545,194,intermediate,11,124,0,0.39,0.56,0.0092,1,51.96,39,12,low,C
546,52,advanced,20,160,0,0.69,0.75,0.0019,0,,23,21,low,A
547,7,intermediate,15,202,0,0.81,0.98,0.0056,0,,38,28,medium,C
548,134,beginner,6,156,0,0.93,1.0,0.0088,0,,42,22,low,D
549,75,beginner,19,74,0,0.51,0.77,0.0181,1,9.91,1,3,low,D
550,197,beginner,19,121,0,0.73,0.91,0.0204,1,8.29,44,1,low,D
551,118,beginner,11,197,0,0.62,1.0,0.023,0,,42,9,low,D
552,2,beginner,19,188,0,0.76,0.99,0.0139,1,7.33,34,0,medium,D
553,143,intermediate,12,221,0,0.53,0.73,0.0065,1,31.03,6,2,low,D
554,156,intermediate,23,226,1,0.86,0.98,0.0047,1,43.82,29,17,high,D
555,69,advanced,20,169,0,0.8,0.87,0.0012,1,44.03,34,6,low,D
556,9,beginner,15,27,0,0.49,0.68,0.0228,1,22.62,39,2,low,D
557,31,beginner,15,197,0,0.9,1.0,0.0099,1,-7.23,47,19,medium,D
558,122,intermediate,19,212,0,0.59,0.87,0.0132,1,51.58,44,19,low,C
559,182,advanced,10,223,0,0.39,0.47,0.0018,1,80.68,38,9,low,A
560,30,beginner,18,157,0,0.88,1.0,0.0091,1,13.47,1,22,low,D
561,101,beginner,13,99,0,0.82,1.0,0.0219,1,-9.53,10,5,low,D
562,149,advanced,23,79,1,0.55,0.62,0.0013,1,85.82,10,28,low,A
563,70,advanced,22,81,0,0.72,0.79,0.0017,0,,13,24,low,A
564,98,beginner,11,24,0,0.69,0.85,0.0282,0,,41,27,low,C
565,89,advanced,21,26,0,0.61,0.63,0.0007,0,,35,15,low,B
566,68,beginner,10,46,0,0.87,1.0,0.0095,1,-2.07,32,7,low,D
567,184,beginner,18,88,0,0.73,1.0,0.034,1,16.16,15,6,low,D
568,168,beginner,6,114,0,0.65,1.0,0.0354,0,,41,23,low,C
569,31,beginner,19,95,0,0.78,1.0,0.0348,1,26.55,48,29,low,D
570,191,beginner,16,68,0,0.81,1.0,0.0225,1,-4.91,42,5,low,D
571,69,advanced,14,20,0,0.42,0.48,0.0019,1,59.07,27,19,low,C
572,87,beginner,19,132,0,0.77,1.0,0.0206,1,12.76,27,7,low,D
573,23,intermediate,23,207,1,0.55,0.7,0.0086,1,22.75,46,2,medium,D
574,198,beginner,22,199,0,0.87,1.0,0.0148,1,15.54,48,15,medium,D
575,97,intermediate,13,209,0,0.88,1.0,0.0049,0,,30,6,medium,B
576,175,advanced,16,192,0,0.63,0.72,0.0017,1,84.85,36,30,low,A
577,125,advanced,20,215,0,0.58,0.65,0.0012,0,,13,21,low,C
578,9,beginner,13,146,0,0.92,1.0,0.008,1,8.96,17,0,low,D
579,182,advanced,7,154,0,0.6,0.66,0.0014,1,66.59,33,19,low,B
580,174,advanced,13,58,0,0.5,0.56,0.001,0,,17,14,low,A
581,152,advanced,18,44,0,0.45,0.49,0.0009,1,89.17,45,21,low,A
582,91,beginner,17,186,0,0.91,1.0,0.0107,1,20.64,38,23,medium,D
583,121,beginner,8,165,0,0.64,0.99,0.0248,0,,20,29,low,D
584,162,intermediate,12,57,0,0.69,0.82,0.0037,1,32.58,14,26,low,D
585,9,beginner,15,58,0,0.88,1.0,0.0072,0,,47,10,low,C
586,68,beginner,22,142,0,0.52,0.78,0.0222,1,25.97,25,18,low,D
587,106,intermediate,9,36,0,0.73,0.83,0.0058,1,34.32,49,26,low,D
588,164,intermediate,19,210,0,0.78,0.89,0.0039,1,34.91,45,3,medium,D
589,86,beginner,23,227,1,0.72,1.0,0.0339,0,,20,19,high,B
590,80,advanced,14,234,0,0.42,0.53,0.0024,1,81.65,41,30,low,A
591,104,advanced,15,236,0,0.41,0.49,0.0013,1,78.05,22,24,low,B
592,73,beginner,12,224,0,0.57,0.87,0.0275,0,,31,6,low,B
593,22,beginner,14,218,0,0.51,0.86,0.0408,1,30.99,46,5,low,D
594,103,advanced,21,33,0,0.71,0.77,0.0013,0,,38,3,low,A
595,90,advanced,22,235,0,0.36,0.43,0.0015,0,,1,9,low,B
596,101,beginner,13,207,0,0.8,1.0,0.0271,0,,42,16,medium,C
597,195,advanced,13,214,0,0.47,0.53,0.0011,0,,19,19,low,A
598,3,advanced,20,119,0,0.81,0.89,0.0014,1,36.61,38,29,low,D
599,76,beginner,7,124,0,0.57,0.84,0.0168,1,20.63,37,29,low,D
600,39,advanced,13,24,0,0.82,0.91,0.0023,0,,10,2,low,B
601,91,beginner,10,39,0,0.87,1.0,0.0125,0,,32,10,low,C
602,104,advanced,16,176,0,0.64,0.71,0.0014,1,65.39,1,21,low,B
603,125,advanced,6,190,0,0.33,0.39,0.0009,0,,14,11,low,A
604,2,beginner,13,37,0,0.66,0.82,0.0082,1,26.07,8,17,low,D
605,164,intermediate,6,62,0,0.87,0.97,0.0059,1,44.98,8,24,low,D
606,77,advanced,12,130,0,0.59,0.67,0.0013,1,77.49,28,12,low,B
607,143,intermediate,21,148,0,0.32,0.45,0.0058,1,55.02,25,29,low,C
608,62,beginner,19,36,0,0.86,1.0,0.0111,1,1.53,38,24,low,D
609,114,beginner,13,231,0,0.89,1.0,0.0121,0,,1,12,medium,C
610,49,advanced,7,92,0,0.67,0.76,0.0028,1,67.5,19,2,low,B
611,129,advanced,19,46,0,0.69,0.78,0.0028,0,,33,10,low,C
612,27,beginner,20,126,0,0.69,0.94,0.012,0,,42,17,low,C
613,166,intermediate,17,56,0,0.57,0.65,0.0034,0,,45,23,low,C
614,199,beginner,20,214,0,0.86,1.0,0.0108,1,3.52,5,21,medium,D
615,101,beginner,7,140,0,0.88,1.0,0.0307,0,,38,25,low,C
616,16,intermediate,22,124,0,0.37,0.65,0.0129,1,46.12,24,10,low,D
617,66,beginner,8,179,0,0.81,1.0,0.0105,1,14.79,49,16,low,D
618,129,advanced,20,209,0,0.65,0.7,0.0011,0,,18,4,low,A
619,16,intermediate,14,218,0,0.53,0.71,0.0064,1,41.04,24,26,low,D
620,33,beginner,6,147,0,0.88,1.0,0.0113,1,17.37,30,1,low,D
621,24,intermediate,8,108,0,0.41,0.61,0.0079,0,,35,13,low,C
622,23,intermediate,22,196,0,0.78,0.98,0.0102,1,53.11,4,12,medium,C
623,113,advanced,6,215,0,0.35,0.42,0.0014,1,93.08,29,14,low,A
624,32,intermediate,12,32,0,0.59,0.68,0.0063,1,40.39,33,29,low,D
625,111,intermediate,8,204,0,0.84,0.99,0.0054,1,39.48,1,9,medium,D
626,119,beginner,9,51,0,0.8,1.0,0.0183,0,,44,21,low,D
627,25,advanced,9,62,0,0.29,0.36,0.002,1,111.38,49,30,low,A
628,192,advanced,13,160,0,0.59,0.7,0.0028,1,73.05,9,24,low,B
629,152,advanced,23,113,1,0.32,0.41,0.0029,1,78.73,35,7,low,B
630,116,advanced,19,167,0,0.31,0.38,0.0015,1,98.98,38,9,low,A
631,31,beginner,7,110,0,0.64,0.93,0.0234,1,16.61,38,4,low,D
632,107,advanced,11,182,0,0.33,0.39,0.0012,1,84.12,23,21,low,A
633,197,beginner,18,124,0,0.46,0.84,0.0362,0,,24,1,low,C
634,157,beginner,10,153,0,0.77,1.0,0.0236,0,,27,29,low,D
635,43,intermediate,13,167,0,0.78,0.95,0.0075,1,26.29,5,18,low,D
636,183,intermediate,7,155,0,0.51,0.67,0.0062,1,30.67,43,21,low,D
637,76,beginner,6,123,0,0.46,0.73,0.0174,1,20.37,25,8,low,D
638,35,intermediate,14,132,0,0.36,0.55,0.0185,0,,50,21,low,B
639,151,advanced,7,36,0,0.7,0.76,0.0021,1,58.01,19,0,low,C
640,94,advanced,18,181,0,0.32,0.41,0.0017,0,,47,14,low,C
641,163,beginner,12,156,0,0.44,0.77,0.0235,1,20.81,4,4,low,D
642,183,intermediate,13,203,0,0.48,0.64,0.005,1,38.81,32,5,low,D
643,11,intermediate,10,27,0,0.52,0.59,0.0025,1,30.64,26,9,low,D
644,146,intermediate,6,225,0,0.42,0.61,0.0075,0,,9,20,low,D
645,22,beginner,7,191,0,0.77,1.0,0.0085,1,25.41,5,18,medium,D
646,79,beginner,15,27,0,0.85,1.0,0.021,0,,5,11,low,C
647,24,intermediate,7,227,0,0.79,0.97,0.0074,1,17.08,15,20,medium,D
648,123,advanced,20,165,0,0.74,0.82,0.0012,1,91.62,38,29,low,A
649,141,advanced,9,196,0,0.35,0.45,0.0024,1,63.91,50,21,low,C
650,33,beginner,8,223,0,0.5,0.88,0.0383,1,22.02,8,23,low,D
651,158,intermediate,16,138,0,0.75,0.88,0.0054,1,31.71,29,1,low,D
652,33,beginner,17,174,0,0.81,1.0,0.0203,1,37.49,34,1,low,D
653,113,advanced,11,74,0,0.58,0.7,0.0038,1,78.3,23,21,low,B
654,34,advanced,20,235,0,0.33,0.43,0.0018,1,83.09,18,2,low,A
655,197,beginner,9,209,0,0.41,0.83,0.0389,1,25.62,12,19,low,D
656,171,advanced,10,203,0,0.48,0.62,0.0035,1,68.82,29,4,low,B
657,195,advanced,12,29,0,0.56,0.61,0.0013,1,47.2,6,4,low,D
658,1,advanced,20,38,0,0.74,0.79,0.0029,1,84.19,33,29,low,A
659,73,beginner,22,143,0,0.35,0.54,0.013,1,24.99,39,16,low,D
660,56,advanced,20,101,0,0.42,0.5,0.0015,0,,11,10,low,B
661,129,advanced,20,132,0,0.53,0.59,0.001,0,,47,8,low,A
662,52,advanced,17,119,0,0.26,0.37,0.0023,1,53.15,19,26,low,C
663,183,intermediate,16,36,0,0.52,0.65,0.0089,1,30.8,14,16,low,D
664,54,intermediate,20,169,0,0.68,0.84,0.0061,1,51.95,18,18,low,C
665,160,advanced,10,224,0,0.63,0.72,0.0028,0,,8,29,low,C
666,29,beginner,9,135,0,0.69,0.86,0.0125,0,,10,5,low,B
667,171,advanced,13,83,0,0.37,0.46,0.0019,1,86.44,25,23,low,A
668,123,advanced,16,229,0,0.54,0.6,0.0011,1,78.71,23,27,low,B
669,199,beginner,8,200,0,0.68,0.93,0.0258,1,14.07,16,30,low,D
670,151,advanced,22,95,0,0.32,0.39,0.0017,1,85.58,47,28,low,A
671,98,beginner,20,16,0,0.82,1.0,0.0238,0,,32,7,low,D
672,63,beginner,10,230,0,0.53,0.96,0.0355,1,-3.61,17,17,low,D
673,75,beginner,10,86,0,0.62,0.97,0.0454,0,,47,5,low,C
674,66,beginner,8,80,0,0.61,0.82,0.016,1,25.15,4,3,low,D
675,127,beginner,14,119,0,0.51,0.85,0.024,1,30.46,19,8,low,D
676,180,advanced,20,104,0,0.63,0.71,0.002,1,85.23,19,9,low,A
677,8,beginner,13,128,0,0.59,0.81,0.0219,0,,31,11,low,D
678,25,advanced,7,99,0,0.45,0.5,0.001,1,80.82,3,30,low,A
679,132,intermediate,17,208,0,0.62,0.81,0.0097,1,34.52,48,30,low,D
680,46,advanced,22,85,0,0.67,0.7,0.0008,0,,23,21,low,A
681,29,beginner,9,42,0,0.9,1.0,0.0117,1,-1.3,6,14,low,D
682,192,advanced,12,75,0,0.47,0.53,0.0008,1,70.6,43,8,low,B
683,27,beginner,9,228,0,0.49,0.86,0.0392,0,,15,28,low,C
684,31,beginner,22,124,0,0.37,0.69,0.0285,0,,39,22,low,C
685,151,advanced,15,31,0,0.56,0.62,0.0009,0,,35,28,low,C
686,112,intermediate,14,224,0,0.54,0.71,0.0045,0,,33,28,low,D
